candidate_id,source_scope,symbol,timeframe,swing_degree,trend_context_label,ema_htf_helpfulness,end_ltf_price_vs_ema_band,htf_timeframe,htf_ema_alignment,htf_price_vs_ema_band,ema_htf_policy_label,ema_htf_soft_support,ema_htf_score_delta,ema_band_warning,htf_conflict_warning,context_must_not_rescue_bad_count,ema_htf_policy_reason,chart_path
hard_invalid_exp252_metals_xagusd_h4_major_impulse_001,h4_d1,XAGUSD.r,H4,major,conflict_with_htf,misleading,above_band,D1,bullish_alignment,above_band,ema_htf_misleading_warning,misleading,-18,,htf_conflict_warning,False,input_label=misleading; trend_context_label=conflict_with_htf; ema_band=above_band; htf_match=False; ltf_match=False; htf_conflict_warning,artifacts\wavecount\05_guided_profile\phase2_5_2_h4_d1_expansion_2026-05-24\charts\negatives\053_hard_invalid_exp252_metals_xagusd_h4_major_impulse_001.png
hard_invalid_exp252_index_aus200_h4_major_impulse_002,h4_d1,AUS200,H4,major,correction_against_htf,explains_correction,below_band,D1,bullish_alignment,above_band,ema_htf_correction_context,contextual,-2,,htf_conflict_warning,False,input_label=explains_correction; trend_context_label=correction_against_htf; ema_band=below_band; htf_match=False; ltf_match=True; htf_conflict_warning; context_support_on_no_profile_is_not_validation,artifacts\wavecount\05_guided_profile\phase2_5_2_h4_d1_expansion_2026-05-24\charts\negatives\054_hard_invalid_exp252_index_aus200_h4_major_impulse_002.png
impulse_aux252b_forex_audjpy_h1_minor_impulse_007,h1_h4,AUDJPY.r,H1,minor,correction_against_htf,explains_correction,below_band,H4,bullish_alignment,inside_band,ema_htf_correction_context,contextual,-2,,htf_conflict_warning,False,input_label=explains_correction; trend_context_label=correction_against_htf; ema_band=below_band; htf_match=False; ltf_match=True; htf_conflict_warning,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_near_misses\001_impulse_aux252b_forex_audjpy_h1_minor_impulse_007.png
impulse_aux252b_metals_xagusd_h1_minor_impulse_005,h1_h4,XAGUSD.r,H1,minor,impulse_with_htf,supports_context,above_band,H4,bullish_alignment,above_band,ema_htf_context_support,supports,8,,,False,input_label=supports_context; trend_context_label=impulse_with_htf; ema_band=above_band; htf_match=True; ltf_match=True,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_near_misses\002_impulse_aux252b_metals_xagusd_h1_minor_impulse_005.png
impulse_aux252b_index_aus200_h1_minor_impulse_014,h1_h4,AUS200,H1,minor,correction_against_htf,explains_correction,below_band,H4,bullish_alignment,inside_band,ema_htf_correction_context,contextual,-2,,htf_conflict_warning,False,input_label=explains_correction; trend_context_label=correction_against_htf; ema_band=below_band; htf_match=False; ltf_match=True; htf_conflict_warning,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_near_misses\003_impulse_aux252b_index_aus200_h1_minor_impulse_014.png
impulse_aux252b_forex_audjpy_h1_minor_impulse_016,h1_h4,AUDJPY.r,H1,minor,impulse_with_htf,supports_context,above_band,H4,bullish_alignment,above_band,ema_htf_context_support,supports,8,,,False,input_label=supports_context; trend_context_label=impulse_with_htf; ema_band=above_band; htf_match=True; ltf_match=True,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_near_misses\004_impulse_aux252b_forex_audjpy_h1_minor_impulse_016.png
impulse_aux252b_forex_audjpy_h1_intermediate_impulse_016,h1_h4,AUDJPY.r,H1,intermediate,impulse_with_htf,supports_context,above_band,H4,bullish_alignment,above_band,ema_htf_context_support,supports,8,,,False,input_label=supports_context; trend_context_label=impulse_with_htf; ema_band=above_band; htf_match=True; ltf_match=True,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_matches\005_impulse_aux252b_forex_audjpy_h1_intermediate_impulse_016.png
impulse_aux252b_metals_xagusd_h1_intermediate_impulse_036,h1_h4,XAGUSD.r,H1,intermediate,impulse_with_htf,supports_context,below_band,H4,bearish_alignment,below_band,ema_htf_context_support,supports,8,,,False,input_label=supports_context; trend_context_label=impulse_with_htf; ema_band=below_band; htf_match=True; ltf_match=True,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_matches\006_impulse_aux252b_metals_xagusd_h1_intermediate_impulse_036.png
impulse_aux252b_index_aus200_h1_intermediate_impulse_007,h1_h4,AUS200,H1,intermediate,impulse_with_htf,supports_context,above_band,H4,bullish_alignment,above_band,ema_htf_context_support,supports,8,,,False,input_label=supports_context; trend_context_label=impulse_with_htf; ema_band=above_band; htf_match=True; ltf_match=True,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_matches\007_impulse_aux252b_index_aus200_h1_intermediate_impulse_007.png
impulse_aux252b_forex_audjpy_h1_intermediate_impulse_022,h1_h4,AUDJPY.r,H1,intermediate,impulse_with_htf,supports_context,above_band,H4,bullish_alignment,above_band,ema_htf_context_support,supports,8,,,False,input_label=supports_context; trend_context_label=impulse_with_htf; ema_band=above_band; htf_match=True; ltf_match=True,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_matches\008_impulse_aux252b_forex_audjpy_h1_intermediate_impulse_022.png
impulse_aux252b_forex_audjpy_h1_major_impulse_006,h1_h4,AUDJPY.r,H1,major,impulse_with_htf,supports_context,above_band,H4,bullish_alignment,above_band,ema_htf_context_support,supports,8,,,False,input_label=supports_context; trend_context_label=impulse_with_htf; ema_band=above_band; htf_match=True; ltf_match=True,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_near_misses\009_impulse_aux252b_forex_audjpy_h1_major_impulse_006.png
impulse_aux252b_metals_xagusd_h1_major_impulse_025,h1_h4,XAGUSD.r,H1,major,correction_against_htf,explains_correction,above_band,H4,bearish_alignment,above_band,ema_htf_correction_context,contextual,-2,,htf_conflict_warning,False,input_label=explains_correction; trend_context_label=correction_against_htf; ema_band=above_band; htf_match=False; ltf_match=True; htf_conflict_warning,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_near_misses\010_impulse_aux252b_metals_xagusd_h1_major_impulse_025.png
impulse_aux252b_index_aus200_h1_major_impulse_028,h1_h4,AUS200,H1,major,correction_against_htf,explains_correction,below_band,H4,bullish_alignment,below_band,ema_htf_correction_context,contextual,-2,,htf_conflict_warning,False,input_label=explains_correction; trend_context_label=correction_against_htf; ema_band=below_band; htf_match=False; ltf_match=True; htf_conflict_warning,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_near_misses\011_impulse_aux252b_index_aus200_h1_major_impulse_028.png
impulse_aux252b_forex_audjpy_h1_major_impulse_017,h1_h4,AUDJPY.r,H1,major,correction_against_htf,explains_correction,below_band,H4,bullish_alignment,above_band,ema_htf_correction_context,contextual,-2,,htf_conflict_warning,False,input_label=explains_correction; trend_context_label=correction_against_htf; ema_band=below_band; htf_match=False; ltf_match=True; htf_conflict_warning,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_near_misses\012_impulse_aux252b_forex_audjpy_h1_major_impulse_017.png
partial_123_aux252b_forex_audjpy_h1_intermediate_partial123_002,h1_h4,AUDJPY.r,H1,intermediate,impulse_with_htf,supports_context,above_band,H4,bullish_alignment,above_band,ema_htf_context_support,supports,0,,,True,input_label=supports_context; trend_context_label=impulse_with_htf; ema_band=above_band; htf_match=True; ltf_match=True; context_must_not_rescue_bad_count; context_support_on_no_profile_is_not_validation,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_negatives\013_partial_123_aux252b_forex_audjpy_h1_intermediate_partial123_002.png
partial_123_aux252b_metals_xagusd_h1_intermediate_partial123_001,h1_h4,XAGUSD.r,H1,intermediate,impulse_with_htf,supports_context,above_band,H4,bullish_alignment,above_band,ema_htf_context_support,supports,0,,,True,input_label=supports_context; trend_context_label=impulse_with_htf; ema_band=above_band; htf_match=True; ltf_match=True; context_must_not_rescue_bad_count; context_support_on_no_profile_is_not_validation,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_negatives\014_partial_123_aux252b_metals_xagusd_h1_intermediate_partial123_001.png
partial_123_aux252b_index_aus200_h1_intermediate_partial123_003,h1_h4,AUS200,H1,intermediate,impulse_with_htf,supports_context,above_band,H4,bullish_alignment,above_band,ema_htf_context_support,supports,0,,,True,input_label=supports_context; trend_context_label=impulse_with_htf; ema_band=above_band; htf_match=True; ltf_match=True; context_must_not_rescue_bad_count; context_support_on_no_profile_is_not_validation,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_negatives\015_partial_123_aux252b_index_aus200_h1_intermediate_partial123_003.png
partial_123_aux252b_forex_audjpy_h1_intermediate_partial123_005,h1_h4,AUDJPY.r,H1,intermediate,correction_against_htf,explains_correction,below_band,H4,bullish_alignment,inside_band,ema_htf_correction_context,contextual,-10,,htf_conflict_warning,True,input_label=explains_correction; trend_context_label=correction_against_htf; ema_band=below_band; htf_match=False; ltf_match=True; htf_conflict_warning; context_must_not_rescue_bad_count; context_support_on_no_profile_is_not_validation,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_negatives\016_partial_123_aux252b_forex_audjpy_h1_intermediate_partial123_005.png
partial_123_aux252b_forex_audjpy_h1_minor_partial123_002,h1_h4,AUDJPY.r,H1,minor,impulse_with_htf,supports_context,above_band,H4,bullish_alignment,above_band,ema_htf_context_support,supports,0,,,True,input_label=supports_context; trend_context_label=impulse_with_htf; ema_band=above_band; htf_match=True; ltf_match=True; context_must_not_rescue_bad_count; context_support_on_no_profile_is_not_validation,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_negatives\017_partial_123_aux252b_forex_audjpy_h1_minor_partial123_002.png
partial_123_aux252b_metals_xagusd_h1_minor_partial123_001,h1_h4,XAGUSD.r,H1,minor,impulse_with_htf,supports_context,above_band,H4,bullish_alignment,above_band,ema_htf_context_support,supports,0,,,True,input_label=supports_context; trend_context_label=impulse_with_htf; ema_band=above_band; htf_match=True; ltf_match=True; context_must_not_rescue_bad_count; context_support_on_no_profile_is_not_validation,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_negatives\018_partial_123_aux252b_metals_xagusd_h1_minor_partial123_001.png
partial_123_aux252b_index_aus200_h1_minor_partial123_007,h1_h4,AUS200,H1,minor,impulse_with_htf,supports_context,above_band,H4,bullish_alignment,above_band,ema_htf_context_support,supports,0,,,True,input_label=supports_context; trend_context_label=impulse_with_htf; ema_band=above_band; htf_match=True; ltf_match=True; context_must_not_rescue_bad_count; context_support_on_no_profile_is_not_validation,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_negatives\019_partial_123_aux252b_index_aus200_h1_minor_partial123_007.png
partial_123_aux252b_forex_audjpy_h1_minor_partial123_007,h1_h4,AUDJPY.r,H1,minor,correction_against_htf,explains_correction,below_band,H4,bullish_alignment,above_band,ema_htf_correction_context,contextual,-10,,htf_conflict_warning,True,input_label=explains_correction; trend_context_label=correction_against_htf; ema_band=below_band; htf_match=False; ltf_match=True; htf_conflict_warning; context_must_not_rescue_bad_count; context_support_on_no_profile_is_not_validation,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_negatives\020_partial_123_aux252b_forex_audjpy_h1_minor_partial123_007.png
partial_123_aux252b_forex_audjpy_h1_major_partial123_001,h1_h4,AUDJPY.r,H1,major,correction_against_htf,explains_correction,below_band,H4,bullish_alignment,inside_band,ema_htf_correction_context,contextual,-10,,htf_conflict_warning,True,input_label=explains_correction; trend_context_label=correction_against_htf; ema_band=below_band; htf_match=False; ltf_match=True; htf_conflict_warning; context_must_not_rescue_bad_count; context_support_on_no_profile_is_not_validation,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_negatives\021_partial_123_aux252b_forex_audjpy_h1_major_partial123_001.png
partial_123_aux252b_metals_xagusd_h1_major_partial123_002,h1_h4,XAGUSD.r,H1,major,correction_against_htf,explains_correction,inside_band,H4,bullish_alignment,above_band,ema_htf_correction_context,contextual,-14,price_inside_ema_band_adds_ambiguity,htf_conflict_warning,True,input_label=explains_correction; trend_context_label=correction_against_htf; ema_band=inside_band; htf_match=False; ltf_match=False; price_inside_ema_band_adds_ambiguity; htf_conflict_warning; context_must_not_rescue_bad_count; context_support_on_no_profile_is_not_validation,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_negatives\022_partial_123_aux252b_metals_xagusd_h1_major_partial123_002.png
partial_123_aux252b_index_aus200_h1_major_partial123_003,h1_h4,AUS200,H1,major,impulse_with_htf,supports_context,above_band,H4,bullish_alignment,above_band,ema_htf_context_support,supports,0,,,True,input_label=supports_context; trend_context_label=impulse_with_htf; ema_band=above_band; htf_match=True; ltf_match=True; context_must_not_rescue_bad_count; context_support_on_no_profile_is_not_validation,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_negatives\023_partial_123_aux252b_index_aus200_h1_major_partial123_003.png
partial_123_aux252b_forex_audjpy_h1_major_partial123_006,h1_h4,AUDJPY.r,H1,major,impulse_with_htf,supports_context,above_band,H4,bullish_alignment,above_band,ema_htf_context_support,supports,0,,,True,input_label=supports_context; trend_context_label=impulse_with_htf; ema_band=above_band; htf_match=True; ltf_match=True; context_must_not_rescue_bad_count; context_support_on_no_profile_is_not_validation,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_negatives\024_partial_123_aux252b_forex_audjpy_h1_major_partial123_006.png
abc_aux252b_forex_audjpy_h1_intermediate_abc_002,h1_h4,AUDJPY.r,H1,intermediate,impulse_with_htf,supports_context,above_band,H4,bullish_alignment,above_band,ema_htf_context_support,supports,0,,,True,input_label=supports_context; trend_context_label=impulse_with_htf; ema_band=above_band; htf_match=True; ltf_match=True; context_must_not_rescue_bad_count; context_support_on_no_profile_is_not_validation,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_negatives\025_abc_aux252b_forex_audjpy_h1_intermediate_abc_002.png
abc_aux252b_metals_xagusd_h1_intermediate_abc_003,h1_h4,XAGUSD.r,H1,intermediate,impulse_with_htf,supports_context,above_band,H4,bullish_alignment,above_band,ema_htf_context_support,supports,0,,,True,input_label=supports_context; trend_context_label=impulse_with_htf; ema_band=above_band; htf_match=True; ltf_match=True; context_must_not_rescue_bad_count; context_support_on_no_profile_is_not_validation,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_negatives\026_abc_aux252b_metals_xagusd_h1_intermediate_abc_003.png
abc_aux252b_index_aus200_h1_intermediate_abc_003,h1_h4,AUS200,H1,intermediate,impulse_with_htf,supports_context,above_band,H4,bullish_alignment,above_band,ema_htf_context_support,supports,0,,,True,input_label=supports_context; trend_context_label=impulse_with_htf; ema_band=above_band; htf_match=True; ltf_match=True; context_must_not_rescue_bad_count; context_support_on_no_profile_is_not_validation,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_negatives\027_abc_aux252b_index_aus200_h1_intermediate_abc_003.png
abc_aux252b_forex_audjpy_h1_intermediate_abc_005,h1_h4,AUDJPY.r,H1,intermediate,correction_against_htf,explains_correction,below_band,H4,bullish_alignment,inside_band,ema_htf_correction_context,contextual,-10,,htf_conflict_warning,True,input_label=explains_correction; trend_context_label=correction_against_htf; ema_band=below_band; htf_match=False; ltf_match=True; htf_conflict_warning; context_must_not_rescue_bad_count; context_support_on_no_profile_is_not_validation,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_negatives\028_abc_aux252b_forex_audjpy_h1_intermediate_abc_005.png
abc_aux252b_forex_audjpy_h1_minor_abc_002,h1_h4,AUDJPY.r,H1,minor,impulse_with_htf,supports_context,above_band,H4,bullish_alignment,above_band,ema_htf_context_support,supports,0,,,True,input_label=supports_context; trend_context_label=impulse_with_htf; ema_band=above_band; htf_match=True; ltf_match=True; context_must_not_rescue_bad_count; context_support_on_no_profile_is_not_validation,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_negatives\029_abc_aux252b_forex_audjpy_h1_minor_abc_002.png
abc_aux252b_metals_xagusd_h1_minor_abc_005,h1_h4,XAGUSD.r,H1,minor,impulse_with_htf,supports_context,above_band,H4,bullish_alignment,above_band,ema_htf_context_support,supports,0,,,True,input_label=supports_context; trend_context_label=impulse_with_htf; ema_band=above_band; htf_match=True; ltf_match=True; context_must_not_rescue_bad_count; context_support_on_no_profile_is_not_validation,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_negatives\030_abc_aux252b_metals_xagusd_h1_minor_abc_005.png
abc_aux252b_index_aus200_h1_minor_abc_003,h1_h4,AUS200,H1,minor,impulse_with_htf,supports_context,above_band,H4,bullish_alignment,above_band,ema_htf_context_support,supports,0,,,True,input_label=supports_context; trend_context_label=impulse_with_htf; ema_band=above_band; htf_match=True; ltf_match=True; context_must_not_rescue_bad_count; context_support_on_no_profile_is_not_validation,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_negatives\031_abc_aux252b_index_aus200_h1_minor_abc_003.png
abc_aux252b_forex_audjpy_h1_minor_abc_007,h1_h4,AUDJPY.r,H1,minor,correction_against_htf,explains_correction,below_band,H4,bullish_alignment,above_band,ema_htf_correction_context,contextual,-10,,htf_conflict_warning,True,input_label=explains_correction; trend_context_label=correction_against_htf; ema_band=below_band; htf_match=False; ltf_match=True; htf_conflict_warning; context_must_not_rescue_bad_count; context_support_on_no_profile_is_not_validation,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_negatives\032_abc_aux252b_forex_audjpy_h1_minor_abc_007.png
abc_aux252b_forex_audjpy_h1_major_abc_001,h1_h4,AUDJPY.r,H1,major,correction_against_htf,explains_correction,below_band,H4,bullish_alignment,inside_band,ema_htf_correction_context,contextual,-10,,htf_conflict_warning,True,input_label=explains_correction; trend_context_label=correction_against_htf; ema_band=below_band; htf_match=False; ltf_match=True; htf_conflict_warning; context_must_not_rescue_bad_count; context_support_on_no_profile_is_not_validation,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_negatives\033_abc_aux252b_forex_audjpy_h1_major_abc_001.png
abc_aux252b_metals_xagusd_h1_major_abc_002,h1_h4,XAGUSD.r,H1,major,correction_against_htf,explains_correction,inside_band,H4,bullish_alignment,above_band,ema_htf_correction_context,contextual,-14,price_inside_ema_band_adds_ambiguity,htf_conflict_warning,True,input_label=explains_correction; trend_context_label=correction_against_htf; ema_band=inside_band; htf_match=False; ltf_match=False; price_inside_ema_band_adds_ambiguity; htf_conflict_warning; context_must_not_rescue_bad_count; context_support_on_no_profile_is_not_validation,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_negatives\034_abc_aux252b_metals_xagusd_h1_major_abc_002.png
abc_aux252b_index_aus200_h1_major_abc_003,h1_h4,AUS200,H1,major,impulse_with_htf,supports_context,above_band,H4,bullish_alignment,above_band,ema_htf_context_support,supports,0,,,True,input_label=supports_context; trend_context_label=impulse_with_htf; ema_band=above_band; htf_match=True; ltf_match=True; context_must_not_rescue_bad_count; context_support_on_no_profile_is_not_validation,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_negatives\035_abc_aux252b_index_aus200_h1_major_abc_003.png
abc_aux252b_forex_audjpy_h1_major_abc_006,h1_h4,AUDJPY.r,H1,major,impulse_with_htf,supports_context,above_band,H4,bullish_alignment,above_band,ema_htf_context_support,supports,0,,,True,input_label=supports_context; trend_context_label=impulse_with_htf; ema_band=above_band; htf_match=True; ltf_match=True; context_must_not_rescue_bad_count; context_support_on_no_profile_is_not_validation,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_negatives\036_abc_aux252b_forex_audjpy_h1_major_abc_006.png
near_miss_aux252b_forex_audjpy_h1_intermediate_impulse_005,h1_h4,AUDJPY.r,H1,intermediate,conflict_with_htf,misleading,above_band,H4,bullish_alignment,above_band,ema_htf_misleading_warning,misleading,-18,,htf_conflict_warning,False,input_label=misleading; trend_context_label=conflict_with_htf; ema_band=above_band; htf_match=False; ltf_match=False; htf_conflict_warning,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_negatives\037_near_miss_aux252b_forex_audjpy_h1_intermediate_impulse_005.png
near_miss_aux252b_metals_xagusd_h1_intermediate_impulse_003,h1_h4,XAGUSD.r,H1,intermediate,impulse_with_htf,supports_context,above_band,H4,bullish_alignment,above_band,ema_htf_context_support,supports,0,,,True,input_label=supports_context; trend_context_label=impulse_with_htf; ema_band=above_band; htf_match=True; ltf_match=True; context_must_not_rescue_bad_count; context_support_on_no_profile_is_not_validation,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_negatives\038_near_miss_aux252b_metals_xagusd_h1_intermediate_impulse_003.png
near_miss_aux252b_index_aus200_h1_intermediate_impulse_003,h1_h4,AUS200,H1,intermediate,impulse_with_htf,supports_context,above_band,H4,bullish_alignment,above_band,ema_htf_context_support,supports,0,,,True,input_label=supports_context; trend_context_label=impulse_with_htf; ema_band=above_band; htf_match=True; ltf_match=True; context_must_not_rescue_bad_count; context_support_on_no_profile_is_not_validation,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_negatives\039_near_miss_aux252b_index_aus200_h1_intermediate_impulse_003.png
near_miss_aux252b_forex_audjpy_h1_minor_impulse_009,h1_h4,AUDJPY.r,H1,minor,correction_against_htf,explains_correction,above_band,H4,bullish_alignment,above_band,ema_htf_correction_context,contextual,-10,,htf_conflict_warning,True,input_label=explains_correction; trend_context_label=correction_against_htf; ema_band=above_band; htf_match=False; ltf_match=True; htf_conflict_warning; context_must_not_rescue_bad_count; context_support_on_no_profile_is_not_validation,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_negatives\040_near_miss_aux252b_forex_audjpy_h1_minor_impulse_009.png
near_miss_aux252b_metals_xagusd_h1_minor_impulse_012,h1_h4,XAGUSD.r,H1,minor,conflict_with_htf,misleading,above_band,H4,bullish_alignment,above_band,ema_htf_misleading_warning,misleading,-18,,htf_conflict_warning,False,input_label=misleading; trend_context_label=conflict_with_htf; ema_band=above_band; htf_match=False; ltf_match=False; htf_conflict_warning,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_negatives\041_near_miss_aux252b_metals_xagusd_h1_minor_impulse_012.png
near_miss_aux252b_index_aus200_h1_minor_impulse_003,h1_h4,AUS200,H1,minor,impulse_with_htf,supports_context,above_band,H4,bullish_alignment,above_band,ema_htf_context_support,supports,0,,,True,input_label=supports_context; trend_context_label=impulse_with_htf; ema_band=above_band; htf_match=True; ltf_match=True; context_must_not_rescue_bad_count; context_support_on_no_profile_is_not_validation,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_negatives\042_near_miss_aux252b_index_aus200_h1_minor_impulse_003.png
near_miss_aux252b_forex_audjpy_h1_major_impulse_019,h1_h4,AUDJPY.r,H1,major,correction_against_htf,explains_correction,below_band,H4,bullish_alignment,inside_band,ema_htf_correction_context,contextual,-10,,htf_conflict_warning,True,input_label=explains_correction; trend_context_label=correction_against_htf; ema_band=below_band; htf_match=False; ltf_match=True; htf_conflict_warning; context_must_not_rescue_bad_count; context_support_on_no_profile_is_not_validation,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_negatives\043_near_miss_aux252b_forex_audjpy_h1_major_impulse_019.png
near_miss_aux252b_metals_xagusd_h1_major_impulse_002,h1_h4,XAGUSD.r,H1,major,conflict_with_htf,misleading,above_band,H4,bullish_alignment,above_band,ema_htf_misleading_warning,misleading,-18,,htf_conflict_warning,False,input_label=misleading; trend_context_label=conflict_with_htf; ema_band=above_band; htf_match=False; ltf_match=False; htf_conflict_warning,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_negatives\044_near_miss_aux252b_metals_xagusd_h1_major_impulse_002.png
near_miss_aux252b_index_aus200_h1_major_impulse_007,h1_h4,AUS200,H1,major,impulse_with_htf,supports_context,above_band,H4,bullish_alignment,above_band,ema_htf_context_support,supports,0,,,True,input_label=supports_context; trend_context_label=impulse_with_htf; ema_band=above_band; htf_match=True; ltf_match=True; context_must_not_rescue_bad_count; context_support_on_no_profile_is_not_validation,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_negatives\045_near_miss_aux252b_index_aus200_h1_major_impulse_007.png
hard_invalid_aux252b_forex_audjpy_h1_intermediate_impulse_001,h1_h4,AUDJPY.r,H1,intermediate,correction_against_htf,explains_correction,below_band,H4,bullish_alignment,above_band,ema_htf_correction_context,contextual,-2,,htf_conflict_warning,False,input_label=explains_correction; trend_context_label=correction_against_htf; ema_band=below_band; htf_match=False; ltf_match=False; htf_conflict_warning; context_support_on_no_profile_is_not_validation,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_negatives\046_hard_invalid_aux252b_forex_audjpy_h1_intermediate_impulse_001.png
hard_invalid_aux252b_metals_xagusd_h1_intermediate_impulse_001,h1_h4,XAGUSD.r,H1,intermediate,impulse_with_htf,supports_context,above_band,H4,bullish_alignment,above_band,ema_htf_context_support,supports,8,,,False,input_label=supports_context; trend_context_label=impulse_with_htf; ema_band=above_band; htf_match=True; ltf_match=True; context_support_on_no_profile_is_not_validation,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_negatives\047_hard_invalid_aux252b_metals_xagusd_h1_intermediate_impulse_001.png
hard_invalid_aux252b_index_aus200_h1_intermediate_impulse_001,h1_h4,AUS200,H1,intermediate,impulse_with_htf,supports_context,above_band,H4,bullish_alignment,above_band,ema_htf_context_support,supports,8,,,False,input_label=supports_context; trend_context_label=impulse_with_htf; ema_band=above_band; htf_match=True; ltf_match=True; context_support_on_no_profile_is_not_validation,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_negatives\048_hard_invalid_aux252b_index_aus200_h1_intermediate_impulse_001.png
