candidate_id,structure_type,timeframe_policy,trend_context_label,htf_ltf_alignment_label,ema_context_label,ema_context_score_delta,htf_context_score_delta,context_must_not_rescue_bad_count,guided_quality_bucket,chart_path
near_miss_forex_audjpy_h1_intermediate_impulse_011,ambiguous,auxiliary_h1_h4,impulse_with_htf,impulse_with_htf,ema_supports_context,4,6,False,experimental_only,artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\auxiliary_h1_h4_m30_h1\037_near_miss_forex_audjpy_h1_intermediate_impulse_011.png
near_miss_metals_xagusd_h1_intermediate_impulse_003,ambiguous,auxiliary_h1_h4,correction_against_htf,correction_against_htf,ema_partial_or_neutral,2,4,False,experimental_only,artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\auxiliary_h1_h4_m30_h1\038_near_miss_metals_xagusd_h1_intermediate_impulse_003.png
near_miss_index_aus200_h1_intermediate_impulse_008,ambiguous,auxiliary_h1_h4,impulse_with_htf,impulse_with_htf,ema_partial_or_neutral,2,6,False,experimental_only,artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\auxiliary_h1_h4_m30_h1\039_near_miss_index_aus200_h1_intermediate_impulse_008.png
near_miss_forex_audjpy_h1_minor_impulse_007,ambiguous,auxiliary_h1_h4,conflict_with_htf,conflict_suspicious,ema_noisy_or_misleading,-8,-8,True,exclude,artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\misleading_context_examples\040_near_miss_forex_audjpy_h1_minor_impulse_007.png
near_miss_metals_xagusd_h1_minor_impulse_002,ambiguous,auxiliary_h1_h4,impulse_with_htf,impulse_with_htf,ema_partial_or_neutral,2,6,True,exclude,artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\misleading_context_examples\041_near_miss_metals_xagusd_h1_minor_impulse_002.png
near_miss_index_aus200_h1_minor_impulse_012,ambiguous,auxiliary_h1_h4,impulse_with_htf,impulse_with_htf,ema_partial_or_neutral,2,6,False,experimental_only,artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\auxiliary_h1_h4_m30_h1\042_near_miss_index_aus200_h1_minor_impulse_012.png
near_miss_forex_audjpy_h1_major_impulse_007,ambiguous,auxiliary_h1_h4,impulse_with_htf,impulse_with_htf,ema_supports_context,4,6,False,experimental_only,artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\auxiliary_h1_h4_m30_h1\043_near_miss_forex_audjpy_h1_major_impulse_007.png
near_miss_metals_xagusd_h1_major_impulse_006,ambiguous,auxiliary_h1_h4,impulse_with_htf,impulse_with_htf,ema_partial_or_neutral,2,6,False,experimental_only,artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\auxiliary_h1_h4_m30_h1\044_near_miss_metals_xagusd_h1_major_impulse_006.png
near_miss_index_aus200_h1_major_impulse_006,invalid_or_negative,auxiliary_h1_h4,impulse_with_htf,impulse_with_htf,ema_partial_or_neutral,-1,6,True,exclude,artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\misleading_context_examples\045_near_miss_index_aus200_h1_major_impulse_006.png
hard_invalid_forex_audjpy_h1_intermediate_impulse_001,invalid_or_negative,auxiliary_h1_h4,conflict_with_htf,conflict_suspicious,ema_partial_or_neutral,2,-8,True,exclude,artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\misleading_context_examples\046_hard_invalid_forex_audjpy_h1_intermediate_impulse_001.png
hard_invalid_metals_xagusd_h1_intermediate_impulse_001,invalid_or_negative,auxiliary_h1_h4,correction_against_htf,correction_against_htf,ema_supports_context,4,4,True,exclude,artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\misleading_context_examples\047_hard_invalid_metals_xagusd_h1_intermediate_impulse_001.png
hard_invalid_index_aus200_h1_intermediate_impulse_001,invalid_or_negative,auxiliary_h1_h4,impulse_with_htf,impulse_with_htf,ema_partial_or_neutral,2,6,True,exclude,artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\misleading_context_examples\048_hard_invalid_index_aus200_h1_intermediate_impulse_001.png
hard_invalid_forex_audjpy_h1_minor_impulse_001,invalid_or_negative,auxiliary_h1_h4,impulse_with_htf,impulse_with_htf,ema_partial_or_neutral,2,6,True,exclude,artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\misleading_context_examples\049_hard_invalid_forex_audjpy_h1_minor_impulse_001.png
hard_invalid_metals_xagusd_h1_minor_impulse_001,ambiguous,auxiliary_h1_h4,correction_against_htf,conflict_suspicious,ema_partial_or_neutral,2,-6,False,experimental_only,artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\misleading_context_examples\050_hard_invalid_metals_xagusd_h1_minor_impulse_001.png
hard_invalid_index_aus200_h1_minor_impulse_001,invalid_or_negative,auxiliary_h1_h4,impulse_with_htf,impulse_with_htf,ema_partial_or_neutral,2,6,True,exclude,artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\misleading_context_examples\051_hard_invalid_index_aus200_h1_minor_impulse_001.png
hard_invalid_forex_audjpy_h1_major_impulse_001,invalid_or_negative,auxiliary_h1_h4,conflict_with_htf,conflict_suspicious,ema_partial_or_neutral,2,-8,True,exclude,artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\misleading_context_examples\052_hard_invalid_forex_audjpy_h1_major_impulse_001.png
hard_invalid_metals_xagusd_h1_major_impulse_001,invalid_or_negative,auxiliary_h1_h4,correction_against_htf,correction_against_htf,ema_supports_context,4,4,True,exclude,artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\misleading_context_examples\053_hard_invalid_metals_xagusd_h1_major_impulse_001.png
hard_invalid_index_aus200_h1_major_impulse_001,invalid_or_negative,auxiliary_h1_h4,conflict_with_htf,conflict_suspicious,ema_partial_or_neutral,2,-8,True,exclude,artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\misleading_context_examples\054_hard_invalid_index_aus200_h1_major_impulse_001.png
abc_forex_audjpy_h4_intermediate_abc_002,abc_correction,primary_h4_d1,correction_against_htf,correction_against_htf,ema_unclear,0,4,False,high_quality_context,artifacts\wavecount\phase2_4_4_contextual_corrections_2026-05-24\charts\reviewed\usable_contextual_correction_h4_025_abc_forex_audjpy_h4_intermediate_abc_002.png
abc_metals_xagusd_h4_intermediate_abc_003,invalid_or_negative,primary_h4_d1,impulse_with_htf,impulse_with_htf,ema_unclear,0,6,True,exclude,artifacts\wavecount\phase2_4_4_contextual_corrections_2026-05-24\charts\reviewed\exclude_not_correction_h4_026_abc_metals_xagusd_h4_intermediate_abc_003.png
abc_index_aus200_h4_intermediate_abc_006,abc_correction,primary_h4_d1,conflict_with_htf,conflict_suspicious,ema_unclear,0,-8,False,usable_but_provisional,artifacts\wavecount\phase2_4_4_contextual_corrections_2026-05-24\charts\reviewed\manual_contextual_review_only_h4_027_abc_index_aus200_h4_intermediate_abc_006.png
abc_forex_audjpy_h4_intermediate_abc_005,invalid_or_negative,primary_h4_d1,impulse_with_htf,impulse_with_htf,ema_unclear,0,6,True,exclude,artifacts\wavecount\phase2_4_4_contextual_corrections_2026-05-24\charts\reviewed\exclude_not_correction_h4_028_abc_forex_audjpy_h4_intermediate_abc_005.png
abc_forex_audjpy_h4_minor_abc_002,abc_correction,primary_h4_d1,correction_against_htf,correction_against_htf,ema_unclear,0,4,False,usable_but_provisional,artifacts\wavecount\phase2_4_4_contextual_corrections_2026-05-24\charts\reviewed\manual_contextual_review_only_h4_029_abc_forex_audjpy_h4_minor_abc_002.png
abc_metals_xagusd_h4_minor_abc_003,invalid_or_negative,primary_h4_d1,impulse_with_htf,impulse_with_htf,ema_unclear,0,6,True,exclude,artifacts\wavecount\phase2_4_4_contextual_corrections_2026-05-24\charts\reviewed\exclude_not_correction_h4_030_abc_metals_xagusd_h4_minor_abc_003.png
abc_index_aus200_h4_minor_abc_005,invalid_or_negative,primary_h4_d1,impulse_with_htf,impulse_with_htf,ema_unclear,0,6,True,exclude,artifacts\wavecount\phase2_4_4_contextual_corrections_2026-05-24\charts\reviewed\exclude_not_correction_h4_031_abc_index_aus200_h4_minor_abc_005.png
abc_forex_audjpy_h4_minor_abc_005,invalid_or_negative,primary_h4_d1,impulse_with_htf,impulse_with_htf,ema_unclear,0,6,True,exclude,artifacts\wavecount\phase2_4_4_contextual_corrections_2026-05-24\charts\reviewed\exclude_not_correction_h4_032_abc_forex_audjpy_h4_minor_abc_005.png
abc_forex_audjpy_h4_major_abc_003,abc_correction,primary_h4_d1,impulse_with_htf,impulse_with_htf,ema_unclear,0,6,False,high_quality_context,artifacts\wavecount\phase2_4_4_contextual_corrections_2026-05-24\charts\reviewed\manual_contextual_review_only_h4_033_abc_forex_audjpy_h4_major_abc_003.png
abc_metals_xagusd_h4_major_abc_003,invalid_or_negative,primary_h4_d1,impulse_with_htf,impulse_with_htf,ema_unclear,0,6,True,exclude,artifacts\wavecount\phase2_4_4_contextual_corrections_2026-05-24\charts\reviewed\exclude_not_correction_h4_034_abc_metals_xagusd_h4_major_abc_003.png
abc_index_aus200_h4_major_abc_006,abc_correction,primary_h4_d1,conflict_with_htf,conflict_suspicious,ema_unclear,0,-8,False,usable_but_provisional,artifacts\wavecount\phase2_4_4_contextual_corrections_2026-05-24\charts\reviewed\manual_contextual_review_only_h4_035_abc_index_aus200_h4_major_abc_006.png
abc_forex_audjpy_h4_major_abc_005,invalid_or_negative,primary_h4_d1,impulse_with_htf,impulse_with_htf,ema_unclear,0,6,True,exclude,artifacts\wavecount\phase2_4_4_contextual_corrections_2026-05-24\charts\reviewed\exclude_not_correction_h4_036_abc_forex_audjpy_h4_major_abc_005.png
abc_forex_audjpy_h1_intermediate_abc_009,invalid_or_negative,auxiliary_h1_h4,,unclear,ema_unclear,0,0,True,exclude,artifacts\wavecount\phase2_4_4_contextual_corrections_2026-05-24\charts\reviewed\exclude_not_correction_h1_025_abc_forex_audjpy_h1_intermediate_abc_009.png
abc_metals_xagusd_h1_intermediate_abc_003,abc_correction,auxiliary_h1_h4,,unclear,ema_unclear,0,0,False,high_quality_context,artifacts\wavecount\phase2_4_4_contextual_corrections_2026-05-24\charts\reviewed\usable_contextual_correction_h1_026_abc_metals_xagusd_h1_intermediate_abc_003.png
abc_index_aus200_h1_intermediate_abc_004,abc_correction,auxiliary_h1_h4,,unclear,ema_unclear,0,0,False,usable_but_provisional,artifacts\wavecount\phase2_4_4_contextual_corrections_2026-05-24\charts\reviewed\manual_contextual_review_only_h1_027_abc_index_aus200_h1_intermediate_abc_004.png
abc_forex_audjpy_h1_intermediate_abc_011,invalid_or_negative,auxiliary_h1_h4,,unclear,ema_unclear,0,0,True,exclude,artifacts\wavecount\phase2_4_4_contextual_corrections_2026-05-24\charts\reviewed\exclude_not_correction_h1_028_abc_forex_audjpy_h1_intermediate_abc_011.png
abc_forex_audjpy_h1_minor_abc_007,abc_correction,auxiliary_h1_h4,,unclear,ema_unclear,0,0,False,experimental_only,artifacts\wavecount\phase2_4_4_contextual_corrections_2026-05-24\charts\reviewed\experimental_unknown_parent_h1_029_abc_forex_audjpy_h1_minor_abc_007.png
abc_metals_xagusd_h1_minor_abc_002,abc_correction,auxiliary_h1_h4,,unclear,ema_unclear,0,0,False,experimental_only,artifacts\wavecount\phase2_4_4_contextual_corrections_2026-05-24\charts\reviewed\experimental_unknown_parent_h1_030_abc_metals_xagusd_h1_minor_abc_002.png
abc_index_aus200_h1_minor_abc_006,abc_correction,auxiliary_h1_h4,,unclear,ema_unclear,0,0,False,ambiguous_context,artifacts\wavecount\phase2_4_4_contextual_corrections_2026-05-24\charts\reviewed\manual_contextual_review_only_h1_031_abc_index_aus200_h1_minor_abc_006.png
abc_forex_audjpy_h1_minor_abc_013,invalid_or_negative,auxiliary_h1_h4,,unclear,ema_unclear,0,0,True,exclude,artifacts\wavecount\phase2_4_4_contextual_corrections_2026-05-24\charts\reviewed\exclude_not_correction_h1_032_abc_forex_audjpy_h1_minor_abc_013.png
abc_forex_audjpy_h1_major_abc_007,invalid_or_negative,auxiliary_h1_h4,,unclear,ema_unclear,0,0,True,exclude,artifacts\wavecount\phase2_4_4_contextual_corrections_2026-05-24\charts\reviewed\exclude_not_correction_h1_033_abc_forex_audjpy_h1_major_abc_007.png
abc_metals_xagusd_h1_major_abc_006,abc_correction,auxiliary_h1_h4,,unclear,ema_unclear,0,0,False,high_quality_context,artifacts\wavecount\phase2_4_4_contextual_corrections_2026-05-24\charts\reviewed\usable_contextual_correction_h1_034_abc_metals_xagusd_h1_major_abc_006.png
abc_index_aus200_h1_major_abc_002,abc_correction,auxiliary_h1_h4,,unclear,ema_unclear,0,0,False,high_quality_context,artifacts\wavecount\phase2_4_4_contextual_corrections_2026-05-24\charts\reviewed\usable_contextual_correction_h1_035_abc_index_aus200_h1_major_abc_002.png
abc_forex_eurusd_h1_major_abc_002,abc_correction,auxiliary_h1_h4,,unclear,ema_unclear,0,0,False,usable_but_provisional,artifacts\wavecount\phase2_4_4_contextual_corrections_2026-05-24\charts\reviewed\manual_contextual_review_only_h1_036_abc_forex_eurusd_h1_major_abc_002.png
abc_metals_xagusd_h4_intermediate_abc_003,invalid_or_negative,primary_h4_d1,impulse_with_htf,impulse_with_htf,ema_unclear,0,6,True,exclude,artifacts\wavecount\phase2_4_4_contextual_corrections_2026-05-24\charts\reviewed\exclude_not_correction_h4_metals_xagusd_h4_intermediate_abc_003.png
abc_forex_gbpusd_h1_minor_abc_002,abc_correction,auxiliary_h1_h4,,unclear,ema_unclear,0,0,False,experimental_only,artifacts\wavecount\phase2_4_4_contextual_corrections_2026-05-24\charts\reviewed\experimental_unknown_parent_h1_forex_gbpusd_h1_minor_abc_002.png
abc_forex_gbpusd_h1_intermediate_abc_002,abc_correction,auxiliary_h1_h4,,unclear,ema_unclear,0,0,False,experimental_only,artifacts\wavecount\phase2_4_4_contextual_corrections_2026-05-24\charts\reviewed\experimental_unknown_parent_h1_forex_gbpusd_h1_intermediate_abc_002.png
abc_forex_gbpusd_h1_major_abc_003,abc_correction,auxiliary_h1_h4,,unclear,ema_unclear,0,0,False,usable_but_provisional,artifacts\wavecount\phase2_4_4_contextual_corrections_2026-05-24\charts\reviewed\manual_contextual_review_only_h1_forex_gbpusd_h1_major_abc_003.png
abc_metals_xagusd_h1_minor_abc_002,abc_correction,auxiliary_h1_h4,,unclear,ema_unclear,0,0,False,experimental_only,artifacts\wavecount\phase2_4_4_contextual_corrections_2026-05-24\charts\reviewed\experimental_unknown_parent_h1_metals_xagusd_h1_minor_abc_002.png
