candidate_id,structure_type,timeframe_policy,swing_degree,ewo_wave_role_label,ewo_role_support,ewo_role_reasons,ewo_role_penalty,guided_quality_bucket,chart_path
impulse_index_aus200_h1_minor_impulse_006,impulse,auxiliary_h1_h4,minor,ewo_impulse_momentum_context,partially_supports,"Impulse has EWO context, but current artifacts do not expose per-leg thresholds.; end_ewo_direction=negative; end_ewo_slope=-49.2814",0,usable_but_provisional,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\auxiliary_h1_h4_m30_h1\003_impulse_index_aus200_h1_minor_impulse_006.png
impulse_forex_audjpy_h1_minor_impulse_015,impulse,auxiliary_h1_h4,minor,ewo_impulse_momentum_context,supports_wave_role,"Impulse has EWO context, but current artifacts do not expose per-leg thresholds.; useful_for_wave_role; end_ewo_direction=positive; end_ewo_slope=-0.0133857",0,high_quality_context,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\auxiliary_h1_h4_m30_h1\004_impulse_forex_audjpy_h1_minor_impulse_015.png
impulse_forex_audjpy_h1_intermediate_impulse_009,impulse,auxiliary_h1_h4,intermediate,ewo_impulse_momentum_context,supports_wave_role,"Impulse has EWO context, but current artifacts do not expose per-leg thresholds.; useful_for_wave_role; end_ewo_direction=positive; end_ewo_slope=-0.0133857",0,high_quality_context,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\auxiliary_h1_h4_m30_h1\005_impulse_forex_audjpy_h1_intermediate_impulse_009.png
impulse_metals_xauusd_h1_intermediate_impulse_013,impulse,auxiliary_h1_h4,intermediate,ewo_impulse_momentum_context,supports_wave_role,"Impulse has EWO context, but current artifacts do not expose per-leg thresholds.; useful_for_wave_role; end_ewo_direction=negative; end_ewo_slope=-7.73414",0,high_quality_context,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\auxiliary_h1_h4_m30_h1\006_impulse_metals_xauusd_h1_intermediate_impulse_013.png
impulse_index_aus200_h1_intermediate_impulse_004,impulse,auxiliary_h1_h4,intermediate,ewo_impulse_momentum_context,supports_wave_role,"Impulse has EWO context, but current artifacts do not expose per-leg thresholds.; useful_for_wave_role; end_ewo_direction=negative; end_ewo_slope=-49.2814",0,high_quality_context,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\auxiliary_h1_h4_m30_h1\007_impulse_index_aus200_h1_intermediate_impulse_004.png
impulse_forex_eurjpy_m30_intermediate_impulse_005,impulse,microstructure_m30_h1,intermediate,ewo_impulse_momentum_context,supports_wave_role,"Impulse has EWO context, but current artifacts do not expose per-leg thresholds.; useful_for_wave_role; end_ewo_direction=negative; end_ewo_slope=-0.0864857",0,high_quality_context,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\auxiliary_h1_h4_m30_h1\008_impulse_forex_eurjpy_m30_intermediate_impulse_005.png
impulse_metals_xagusd_h1_major_impulse_009,impulse,auxiliary_h1_h4,major,ewo_impulse_momentum_context,supports_wave_role,"Impulse has EWO context, but current artifacts do not expose per-leg thresholds.; useful_for_wave_role; end_ewo_direction=negative; end_ewo_slope=-0.405614",0,high_quality_context,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\auxiliary_h1_h4_m30_h1\009_impulse_metals_xagusd_h1_major_impulse_009.png
impulse_index_aus200_h1_major_impulse_002,impulse,auxiliary_h1_h4,major,ewo_impulse_momentum_context,partially_supports,"Impulse has EWO context, but current artifacts do not expose per-leg thresholds.; end_ewo_direction=negative; end_ewo_slope=-49.2814",0,high_quality_context,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\auxiliary_h1_h4_m30_h1\010_impulse_index_aus200_h1_major_impulse_002.png
impulse_index_aus200_h1_major_impulse_010,impulse,auxiliary_h1_h4,major,ewo_impulse_momentum_context,partially_supports,"Impulse has EWO context, but current artifacts do not expose per-leg thresholds.; useful_for_momentum_phase; end_ewo_direction=negative; end_ewo_slope=-28.3314",0,high_quality_context,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\auxiliary_h1_h4_m30_h1\011_impulse_index_aus200_h1_major_impulse_010.png
impulse_index_hk50_m30_major_impulse_003,impulse,microstructure_m30_h1,major,ewo_impulse_momentum_context,supports_wave_role,"Impulse has EWO context, but current artifacts do not expose per-leg thresholds.; useful_for_wave_role; end_ewo_direction=negative; end_ewo_slope=11.439",0,usable_but_provisional,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\auxiliary_h1_h4_m30_h1\012_impulse_index_hk50_m30_major_impulse_003.png
partial_123_forex_audjpy_h1_intermediate_partial123_009,partial_123,auxiliary_h1_h4,intermediate,ewo_partial123_momentum_context,supports_wave_role,Partial 1-2-3 uses EWO only as provisional momentum context.; useful_for_wave_role; end_ewo_direction=positive; end_ewo_slope=0.109043,0,experimental_only,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\auxiliary_h1_h4_m30_h1\013_partial_123_forex_audjpy_h1_intermediate_partial123_009.png
partial_123_metals_xagusd_h1_intermediate_partial123_003,partial_123,auxiliary_h1_h4,intermediate,ewo_partial123_momentum_context,supports_wave_role,Partial 1-2-3 uses EWO only as provisional momentum context.; useful_for_wave_role; end_ewo_direction=negative; end_ewo_slope=-2.1054,0,experimental_only,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\auxiliary_h1_h4_m30_h1\014_partial_123_metals_xagusd_h1_intermediate_partial123_003.png
partial_123_index_aus200_h1_intermediate_partial123_001,partial_123,auxiliary_h1_h4,intermediate,ewo_partial123_momentum_context,partially_supports,Partial 1-2-3 uses EWO only as provisional momentum context.; useful_for_momentum_phase; end_ewo_direction=positive; end_ewo_slope=18.9343,0,exclude,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\misleading_context_examples\015_partial_123_index_aus200_h1_intermediate_partial123_001.png
partial_123_forex_audjpy_h1_intermediate_partial123_011,partial_123,auxiliary_h1_h4,intermediate,ewo_partial123_momentum_context,supports_wave_role,Partial 1-2-3 uses EWO only as provisional momentum context.; useful_for_wave_role; end_ewo_direction=positive; end_ewo_slope=-0.0133857,0,experimental_only,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\auxiliary_h1_h4_m30_h1\016_partial_123_forex_audjpy_h1_intermediate_partial123_011.png
partial_123_forex_audjpy_h1_minor_partial123_007,partial_123,auxiliary_h1_h4,minor,ewo_partial123_momentum_context,partially_supports,Partial 1-2-3 uses EWO only as provisional momentum context.; useful_for_momentum_phase; end_ewo_direction=positive; end_ewo_slope=0.148643,0,experimental_only,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\auxiliary_h1_h4_m30_h1\017_partial_123_forex_audjpy_h1_minor_partial123_007.png
partial_123_metals_xagusd_h1_minor_partial123_002,partial_123,auxiliary_h1_h4,minor,ewo_partial123_momentum_context,supports_wave_role,Partial 1-2-3 uses EWO only as provisional momentum context.; useful_for_wave_role; end_ewo_direction=positive; end_ewo_slope=-0.0242857,0,experimental_only,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\auxiliary_h1_h4_m30_h1\018_partial_123_metals_xagusd_h1_minor_partial123_002.png
partial_123_index_aus200_h1_minor_partial123_001,partial_123,auxiliary_h1_h4,minor,ewo_partial123_momentum_context,partially_supports,Partial 1-2-3 uses EWO only as provisional momentum context.; useful_for_momentum_phase; end_ewo_direction=positive; end_ewo_slope=18.9343,0,experimental_only,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\auxiliary_h1_h4_m30_h1\019_partial_123_index_aus200_h1_minor_partial123_001.png
partial_123_forex_audjpy_h1_minor_partial123_013,partial_123,auxiliary_h1_h4,minor,ewo_partial123_momentum_context,supports_wave_role,Partial 1-2-3 uses EWO only as provisional momentum context.; useful_for_wave_role; end_ewo_direction=positive; end_ewo_slope=0.109043,0,experimental_only,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\auxiliary_h1_h4_m30_h1\020_partial_123_forex_audjpy_h1_minor_partial123_013.png
partial_123_forex_audjpy_h1_major_partial123_007,partial_123,auxiliary_h1_h4,major,ewo_partial123_momentum_context,supports_wave_role,Partial 1-2-3 uses EWO only as provisional momentum context.; useful_for_wave_role; end_ewo_direction=positive; end_ewo_slope=-0.0133857,0,experimental_only,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\auxiliary_h1_h4_m30_h1\021_partial_123_forex_audjpy_h1_major_partial123_007.png
partial_123_metals_xagusd_h1_major_partial123_006,partial_123,auxiliary_h1_h4,major,ewo_wave3_momentum_support,supports_wave_role,Existing 2.4.2 audit marked EWO as wave-3 momentum support.; useful_for_wave_role; end_ewo_direction=positive; end_ewo_slope=0.877786,0,experimental_only,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\auxiliary_h1_h4_m30_h1\022_partial_123_metals_xagusd_h1_major_partial123_006.png
partial_123_index_aus200_h1_major_partial123_002,partial_123,auxiliary_h1_h4,major,ewo_partial123_momentum_context,supports_wave_role,Partial 1-2-3 uses EWO only as provisional momentum context.; useful_for_wave_role; end_ewo_direction=negative; end_ewo_slope=-13.1614,0,experimental_only,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\auxiliary_h1_h4_m30_h1\023_partial_123_index_aus200_h1_major_partial123_002.png
partial_123_forex_eurusd_h1_major_partial123_002,partial_123,auxiliary_h1_h4,major,ewo_partial123_momentum_context,supports_wave_role,Partial 1-2-3 uses EWO only as provisional momentum context.; useful_for_wave_role; end_ewo_direction=negative; end_ewo_slope=-0.00431257,0,experimental_only,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\auxiliary_h1_h4_m30_h1\024_partial_123_forex_eurusd_h1_major_partial123_002.png
abc_forex_audjpy_h1_abc_009,abc_correction,auxiliary_h1_h4,intermediate,ewo_correction_context_not_leg_level,partially_supports,EWO available only as end-of-candidate context.; useful_for_momentum_phase; end_ewo_direction=positive; end_ewo_slope=0.109043; ABC correction lacks leg-level EWO thresholds in 2.5.0.,0,exclude,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\misleading_context_examples\025_abc_forex_audjpy_h1_abc_009.png
abc_metals_xagusd_h1_abc_003,abc_correction,auxiliary_h1_h4,intermediate,ewo_correction_context_not_leg_level,partially_supports,EWO available only as end-of-candidate context.; useful_for_momentum_phase; end_ewo_direction=negative; end_ewo_slope=-2.1054; ABC correction lacks leg-level EWO thresholds in 2.5.0.,0,exclude,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\misleading_context_examples\026_abc_metals_xagusd_h1_abc_003.png
abc_index_aus200_h1_abc_004,abc_correction,auxiliary_h1_h4,intermediate,ewo_correction_context_not_leg_level,partially_supports,EWO available only as end-of-candidate context.; useful_for_momentum_phase; end_ewo_direction=negative; end_ewo_slope=-13.1614; ABC correction lacks leg-level EWO thresholds in 2.5.0.,0,exclude,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\misleading_context_examples\027_abc_index_aus200_h1_abc_004.png
abc_forex_audjpy_h1_abc_011,abc_correction,auxiliary_h1_h4,intermediate,ewo_correction_context_not_leg_level,partially_supports,EWO available only as end-of-candidate context.; useful_for_momentum_phase; end_ewo_direction=positive; end_ewo_slope=-0.0133857; ABC correction lacks leg-level EWO thresholds in 2.5.0.,0,exclude,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\misleading_context_examples\028_abc_forex_audjpy_h1_abc_011.png
abc_forex_audjpy_h1_abc_007,abc_correction,auxiliary_h1_h4,minor,ewo_correction_context_not_leg_level,partially_supports,EWO available only as end-of-candidate context.; useful_for_momentum_phase; end_ewo_direction=positive; end_ewo_slope=0.148643; ABC correction lacks leg-level EWO thresholds in 2.5.0.,0,exclude,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\misleading_context_examples\029_abc_forex_audjpy_h1_abc_007.png
abc_metals_xagusd_h1_abc_002,abc_correction,auxiliary_h1_h4,minor,ewo_correction_context_not_leg_level,partially_supports,EWO available only as end-of-candidate context.; useful_for_momentum_phase; end_ewo_direction=positive; end_ewo_slope=-0.0242857; ABC correction lacks leg-level EWO thresholds in 2.5.0.,0,exclude,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\misleading_context_examples\030_abc_metals_xagusd_h1_abc_002.png
abc_index_aus200_h1_abc_006,abc_correction,auxiliary_h1_h4,minor,ewo_correction_context_not_leg_level,partially_supports,EWO available only as end-of-candidate context.; useful_for_momentum_phase; end_ewo_direction=negative; end_ewo_slope=-13.1614; ABC correction lacks leg-level EWO thresholds in 2.5.0.,0,exclude,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\misleading_context_examples\031_abc_index_aus200_h1_abc_006.png
abc_forex_audjpy_h1_abc_013,abc_correction,auxiliary_h1_h4,minor,ewo_correction_context_not_leg_level,partially_supports,EWO available only as end-of-candidate context.; useful_for_momentum_phase; end_ewo_direction=positive; end_ewo_slope=0.109043; ABC correction lacks leg-level EWO thresholds in 2.5.0.,0,exclude,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\misleading_context_examples\032_abc_forex_audjpy_h1_abc_013.png
abc_metals_xagusd_h1_abc_006,abc_correction,auxiliary_h1_h4,major,ewo_correction_context_not_leg_level,partially_supports,EWO available only as end-of-candidate context.; useful_for_momentum_phase; end_ewo_direction=positive; end_ewo_slope=0.877786; ABC correction lacks leg-level EWO thresholds in 2.5.0.,0,exclude,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\misleading_context_examples\033_abc_metals_xagusd_h1_abc_006.png
abc_index_aus200_h1_abc_002,abc_correction,auxiliary_h1_h4,major,ewo_correction_context_not_leg_level,partially_supports,EWO available only as end-of-candidate context.; useful_for_wave_role; end_ewo_direction=negative; end_ewo_slope=-13.1614; ABC correction lacks leg-level EWO thresholds in 2.5.0.,0,exclude,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\misleading_context_examples\034_abc_index_aus200_h1_abc_002.png
abc_forex_eurusd_h1_abc_002,abc_correction,auxiliary_h1_h4,major,ewo_correction_context_not_leg_level,partially_supports,EWO available only as end-of-candidate context.; useful_for_momentum_phase; end_ewo_direction=negative; end_ewo_slope=-0.00431257; ABC correction lacks leg-level EWO thresholds in 2.5.0.,0,exclude,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\misleading_context_examples\035_abc_forex_eurusd_h1_abc_002.png
abc_forex_gbpusd_h1_abc_003,abc_correction,auxiliary_h1_h4,major,ewo_correction_context_not_leg_level,partially_supports,EWO available only as end-of-candidate context.; useful_for_momentum_phase; end_ewo_direction=positive; end_ewo_slope=0.00145243; ABC correction lacks leg-level EWO thresholds in 2.5.0.,0,exclude,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\misleading_context_examples\036_abc_forex_gbpusd_h1_abc_003.png
near_miss_forex_audjpy_h1_intermediate_impulse_011,ambiguous,auxiliary_h1_h4,intermediate,ewo_contextual_proxy,supports_wave_role,EWO available only as end-of-candidate context.; useful_for_wave_role; end_ewo_direction=positive; end_ewo_slope=0.0674429,0,experimental_only,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\auxiliary_h1_h4_m30_h1\037_near_miss_forex_audjpy_h1_intermediate_impulse_011.png
near_miss_metals_xagusd_h1_intermediate_impulse_003,ambiguous,auxiliary_h1_h4,intermediate,ewo_contextual_proxy,supports_wave_role,EWO available only as end-of-candidate context.; useful_for_wave_role; end_ewo_direction=negative; end_ewo_slope=-1.04953,0,experimental_only,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\auxiliary_h1_h4_m30_h1\038_near_miss_metals_xagusd_h1_intermediate_impulse_003.png
near_miss_index_aus200_h1_intermediate_impulse_008,ambiguous,auxiliary_h1_h4,intermediate,ewo_contextual_proxy,supports_wave_role,EWO available only as end-of-candidate context.; useful_for_wave_role; end_ewo_direction=positive; end_ewo_slope=-23.8957,0,experimental_only,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\auxiliary_h1_h4_m30_h1\039_near_miss_index_aus200_h1_intermediate_impulse_008.png
near_miss_forex_audjpy_h1_minor_impulse_007,ambiguous,auxiliary_h1_h4,minor,ewo_contextual_proxy,unclear,EWO available only as end-of-candidate context.; noisy; end_ewo_direction=positive; end_ewo_slope=0.258957,4,exclude,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\misleading_context_examples\040_near_miss_forex_audjpy_h1_minor_impulse_007.png
near_miss_metals_xagusd_h1_minor_impulse_002,ambiguous,auxiliary_h1_h4,minor,ewo_contextual_proxy,partially_supports,EWO available only as end-of-candidate context.; useful_for_momentum_phase; end_ewo_direction=negative; end_ewo_slope=1.3413,0,exclude,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\misleading_context_examples\041_near_miss_metals_xagusd_h1_minor_impulse_002.png
near_miss_index_aus200_h1_minor_impulse_012,ambiguous,auxiliary_h1_h4,minor,ewo_contextual_proxy,supports_wave_role,EWO available only as end-of-candidate context.; useful_for_wave_role; end_ewo_direction=negative; end_ewo_slope=33.5771,0,experimental_only,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\auxiliary_h1_h4_m30_h1\042_near_miss_index_aus200_h1_minor_impulse_012.png
near_miss_forex_audjpy_h1_major_impulse_007,ambiguous,auxiliary_h1_h4,major,ewo_contextual_proxy,unclear,EWO available only as end-of-candidate context.; end_ewo_direction=positive; end_ewo_slope=0.0674429,0,experimental_only,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\auxiliary_h1_h4_m30_h1\043_near_miss_forex_audjpy_h1_major_impulse_007.png
near_miss_metals_xagusd_h1_major_impulse_006,ambiguous,auxiliary_h1_h4,major,ewo_contextual_proxy,partially_supports,EWO available only as end-of-candidate context.; useful_for_momentum_phase; end_ewo_direction=positive; end_ewo_slope=0.439871,0,experimental_only,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\auxiliary_h1_h4_m30_h1\044_near_miss_metals_xagusd_h1_major_impulse_006.png
near_miss_index_aus200_h1_major_impulse_006,invalid_or_negative,auxiliary_h1_h4,major,ewo_contextual_proxy,supports_wave_role,EWO available only as end-of-candidate context.; useful_for_wave_role; end_ewo_direction=positive; end_ewo_slope=-19.46,0,exclude,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\misleading_context_examples\045_near_miss_index_aus200_h1_major_impulse_006.png
hard_invalid_forex_audjpy_h1_intermediate_impulse_001,invalid_or_negative,auxiliary_h1_h4,intermediate,ewo_contextual_proxy,supports_wave_role,EWO available only as end-of-candidate context.; useful_for_wave_role; end_ewo_direction=positive; end_ewo_slope=0.148643,0,exclude,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\misleading_context_examples\046_hard_invalid_forex_audjpy_h1_intermediate_impulse_001.png
hard_invalid_metals_xagusd_h1_intermediate_impulse_001,invalid_or_negative,auxiliary_h1_h4,intermediate,ewo_contextual_proxy,supports_wave_role,EWO available only as end-of-candidate context.; useful_for_wave_role; end_ewo_direction=negative; end_ewo_slope=-2.1054,0,exclude,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\misleading_context_examples\047_hard_invalid_metals_xagusd_h1_intermediate_impulse_001.png
hard_invalid_index_aus200_h1_intermediate_impulse_001,invalid_or_negative,auxiliary_h1_h4,intermediate,ewo_contextual_proxy,partially_supports,EWO available only as end-of-candidate context.; useful_for_momentum_phase; end_ewo_direction=negative; end_ewo_slope=26.1443,0,exclude,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\misleading_context_examples\048_hard_invalid_index_aus200_h1_intermediate_impulse_001.png
hard_invalid_forex_audjpy_h1_minor_impulse_001,invalid_or_negative,auxiliary_h1_h4,minor,ewo_contextual_proxy,unclear,EWO available only as end-of-candidate context.; noisy; end_ewo_direction=positive; end_ewo_slope=0.0786857,4,exclude,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\misleading_context_examples\049_hard_invalid_forex_audjpy_h1_minor_impulse_001.png
hard_invalid_metals_xagusd_h1_minor_impulse_001,ambiguous,auxiliary_h1_h4,minor,ewo_contextual_proxy,partially_supports,EWO available only as end-of-candidate context.; useful_for_momentum_phase; end_ewo_direction=negative; end_ewo_slope=-3.47629,0,experimental_only,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\misleading_context_examples\050_hard_invalid_metals_xagusd_h1_minor_impulse_001.png
hard_invalid_index_aus200_h1_minor_impulse_001,invalid_or_negative,auxiliary_h1_h4,minor,ewo_contextual_proxy,partially_supports,EWO available only as end-of-candidate context.; useful_for_momentum_phase; end_ewo_direction=negative; end_ewo_slope=26.1443,0,exclude,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\misleading_context_examples\051_hard_invalid_index_aus200_h1_minor_impulse_001.png
hard_invalid_forex_audjpy_h1_major_impulse_001,invalid_or_negative,auxiliary_h1_h4,major,ewo_contextual_proxy,supports_wave_role,EWO available only as end-of-candidate context.; useful_for_wave_role; end_ewo_direction=positive; end_ewo_slope=0.148643,0,exclude,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\misleading_context_examples\052_hard_invalid_forex_audjpy_h1_major_impulse_001.png
hard_invalid_metals_xagusd_h1_major_impulse_001,invalid_or_negative,auxiliary_h1_h4,major,ewo_contextual_proxy,supports_wave_role,EWO available only as end-of-candidate context.; useful_for_wave_role; end_ewo_direction=negative; end_ewo_slope=0.1589,0,exclude,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\misleading_context_examples\053_hard_invalid_metals_xagusd_h1_major_impulse_001.png
hard_invalid_index_aus200_h1_major_impulse_001,invalid_or_negative,auxiliary_h1_h4,major,ewo_contextual_proxy,partially_supports,EWO available only as end-of-candidate context.; useful_for_momentum_phase; end_ewo_direction=positive; end_ewo_slope=15.97,0,exclude,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\misleading_context_examples\054_hard_invalid_index_aus200_h1_major_impulse_001.png
abc_forex_audjpy_h4_intermediate_abc_002,abc_correction,primary_h4_d1,intermediate,ewo_role_context_unavailable,not_available,No leg-level EWO information available in current artifacts.,0,high_quality_context,artifacts\wavecount\phase2_4_4_contextual_corrections_2026-05-24\charts\reviewed\usable_contextual_correction_h4_025_abc_forex_audjpy_h4_intermediate_abc_002.png
abc_metals_xagusd_h4_intermediate_abc_003,invalid_or_negative,primary_h4_d1,intermediate,ewo_role_context_unavailable,not_available,No leg-level EWO information available in current artifacts.,0,exclude,artifacts\wavecount\phase2_4_4_contextual_corrections_2026-05-24\charts\reviewed\exclude_not_correction_h4_026_abc_metals_xagusd_h4_intermediate_abc_003.png
abc_index_aus200_h4_intermediate_abc_006,abc_correction,primary_h4_d1,intermediate,ewo_role_context_unavailable,not_available,No leg-level EWO information available in current artifacts.,0,usable_but_provisional,artifacts\wavecount\phase2_4_4_contextual_corrections_2026-05-24\charts\reviewed\manual_contextual_review_only_h4_027_abc_index_aus200_h4_intermediate_abc_006.png
abc_forex_audjpy_h4_intermediate_abc_005,invalid_or_negative,primary_h4_d1,intermediate,ewo_role_context_unavailable,not_available,No leg-level EWO information available in current artifacts.,0,exclude,artifacts\wavecount\phase2_4_4_contextual_corrections_2026-05-24\charts\reviewed\exclude_not_correction_h4_028_abc_forex_audjpy_h4_intermediate_abc_005.png
