candidate_id,resolved_market_group,source_scope,symbol,timeframe,swing_degree,review_category,phase256_policy_bucket,phase259_candidate_bucket,phase259_bucket_change_vs_256,phase256_score,phase259_candidate_score,phase259_score_delta_vs_256,phase259_prominence_diagnostic,percentile_scope_used,robust_prominence_percentile,phase259_policy_reason,phase259_policy_warning,chart_path
hard_invalid_exp257_index_aus200_h4_major_impulse_001,Index,h4_d1,AUS200,H4,major,hard_invalid,exclude_from_guided_search,candidate_exclude_from_guided_search,unchanged,0.0,0.0,0.0,not_applicable,symbol_timeframe_degree,0.8,Candidate policy keeps 2.5.6-compatible baseline bucket.,2.5.9 is a candidate policy only; it does not replace 2.5.6.,artifacts\wavecount\05_guided_profile\phase2_5_7_market_stratified_expansion_2026-05-24\diagnostic_phase2_4_h4_d1_stratified\charts\invalidations\054_hard_invalid_exp257_index_aus200_h4_major_impulse_001.png
impulse_exp252_forex_audjpy_h4_minor_impulse_004,Forex Majors,h4_d1,AUDJPY.r,H4,minor,impulse,auxiliary_low_prominence_substructure,candidate_auxiliary_low_prominence_substructure,unchanged,48.0,48.0,0.0,insufficient_prominence_context,not_available,,No OHLC context available; candidate policy preserves 2.5.6-compatible bucket.,2.5.9 is a candidate policy only; it does not replace 2.5.6.,artifacts\wavecount\05_guided_profile\phase2_5_2_h4_d1_expansion_2026-05-24\charts\near_misses\001_impulse_exp252_forex_audjpy_h4_minor_impulse_004.png
impulse_exp252_metals_xagusd_h4_minor_impulse_004,Metals,h4_d1,XAGUSD.r,H4,minor,impulse,exclude_from_guided_search,candidate_exclude_from_guided_search,unchanged,50.0,50.0,0.0,insufficient_prominence_context,not_available,,No OHLC context available; candidate policy preserves 2.5.6-compatible bucket.,2.5.9 is a candidate policy only; it does not replace 2.5.6.,artifacts\wavecount\05_guided_profile\phase2_5_2_h4_d1_expansion_2026-05-24\charts\near_misses\002_impulse_exp252_metals_xagusd_h4_minor_impulse_004.png
impulse_exp252_index_aus200_h4_minor_impulse_028,Index,h4_d1,AUS200,H4,minor,impulse,exclude_from_guided_search,candidate_exclude_from_guided_search,unchanged,44.0,44.0,0.0,insufficient_prominence_context,not_available,,No OHLC context available; candidate policy preserves 2.5.6-compatible bucket.,2.5.9 is a candidate policy only; it does not replace 2.5.6.,artifacts\wavecount\05_guided_profile\phase2_5_2_h4_d1_expansion_2026-05-24\charts\near_misses\003_impulse_exp252_index_aus200_h4_minor_impulse_028.png
impulse_exp252_forex_audjpy_h4_minor_impulse_022,Forex Majors,h4_d1,AUDJPY.r,H4,minor,impulse,exclude_from_guided_search,candidate_exclude_from_guided_search,unchanged,47.0,47.0,0.0,insufficient_prominence_context,not_available,,No OHLC context available; candidate policy preserves 2.5.6-compatible bucket.,2.5.9 is a candidate policy only; it does not replace 2.5.6.,artifacts\wavecount\05_guided_profile\phase2_5_2_h4_d1_expansion_2026-05-24\charts\near_misses\004_impulse_exp252_forex_audjpy_h4_minor_impulse_022.png
impulse_exp252_forex_audjpy_h4_intermediate_impulse_002,Forex Majors,h4_d1,AUDJPY.r,H4,intermediate,impulse,high_quality_structure,candidate_high_quality_structure,unchanged,100.0,100.0,0.0,insufficient_prominence_context,not_available,,No OHLC context available; candidate policy preserves 2.5.6-compatible bucket.,2.5.9 is a candidate policy only; it does not replace 2.5.6.,artifacts\wavecount\05_guided_profile\phase2_5_2_h4_d1_expansion_2026-05-24\charts\matches\005_impulse_exp252_forex_audjpy_h4_intermediate_impulse_002.png
impulse_exp252_metals_xagusd_h4_intermediate_impulse_002,Metals,h4_d1,XAGUSD.r,H4,intermediate,impulse,visual_watchlist_low_prominence,candidate_visual_watchlist_low_prominence,unchanged,44.0,44.0,0.0,insufficient_prominence_context,not_available,,No OHLC context available; candidate policy preserves 2.5.6-compatible bucket.,2.5.9 is a candidate policy only; it does not replace 2.5.6.,artifacts\wavecount\05_guided_profile\phase2_5_2_h4_d1_expansion_2026-05-24\charts\matches\006_impulse_exp252_metals_xagusd_h4_intermediate_impulse_002.png
impulse_exp252_index_aus200_h4_intermediate_impulse_020,Index,h4_d1,AUS200,H4,intermediate,impulse,exclude_from_guided_search,candidate_exclude_from_guided_search,unchanged,24.0,24.0,0.0,insufficient_prominence_context,not_available,,No OHLC context available; candidate policy preserves 2.5.6-compatible bucket.,2.5.9 is a candidate policy only; it does not replace 2.5.6.,artifacts\wavecount\05_guided_profile\phase2_5_2_h4_d1_expansion_2026-05-24\charts\near_misses\007_impulse_exp252_index_aus200_h4_intermediate_impulse_020.png
impulse_exp252_forex_eurjpy_h4_intermediate_impulse_007,Forex Majors,h4_d1,EURJPY.r,H4,intermediate,impulse,usable_provisional_structure,candidate_usable_provisional_structure,unchanged,100.0,100.0,0.0,insufficient_prominence_context,not_available,,No OHLC context available; candidate policy preserves 2.5.6-compatible bucket.,2.5.9 is a candidate policy only; it does not replace 2.5.6.,artifacts\wavecount\05_guided_profile\phase2_5_2_h4_d1_expansion_2026-05-24\charts\matches\008_impulse_exp252_forex_eurjpy_h4_intermediate_impulse_007.png
impulse_exp252_forex_eurusd_h4_major_impulse_016,Forex Majors,h4_d1,EURUSD.r,H4,major,impulse,usable_provisional_structure,candidate_usable_provisional_structure,unchanged,85.0,85.0,0.0,insufficient_prominence_context,not_available,,No OHLC context available; candidate policy preserves 2.5.6-compatible bucket.,2.5.9 is a candidate policy only; it does not replace 2.5.6.,artifacts\wavecount\05_guided_profile\phase2_5_2_h4_d1_expansion_2026-05-24\charts\near_misses\009_impulse_exp252_forex_eurusd_h4_major_impulse_016.png
impulse_exp252_metals_xagusd_h4_major_impulse_002,Metals,h4_d1,XAGUSD.r,H4,major,impulse,usable_provisional_structure,candidate_usable_provisional_structure,unchanged,70.0,70.0,0.0,insufficient_prominence_context,not_available,,No OHLC context available; candidate policy preserves 2.5.6-compatible bucket.,2.5.9 is a candidate policy only; it does not replace 2.5.6.,artifacts\wavecount\05_guided_profile\phase2_5_2_h4_d1_expansion_2026-05-24\charts\near_misses\010_impulse_exp252_metals_xagusd_h4_major_impulse_002.png
impulse_exp252_index_aus200_h4_major_impulse_016,Index,h4_d1,AUS200,H4,major,impulse,usable_provisional_structure,candidate_usable_provisional_structure,unchanged,75.0,75.0,0.0,insufficient_prominence_context,not_available,,No OHLC context available; candidate policy preserves 2.5.6-compatible bucket.,2.5.9 is a candidate policy only; it does not replace 2.5.6.,artifacts\wavecount\05_guided_profile\phase2_5_2_h4_d1_expansion_2026-05-24\charts\near_misses\011_impulse_exp252_index_aus200_h4_major_impulse_016.png
impulse_exp252_forex_eurusd_h4_major_impulse_029,Forex Majors,h4_d1,EURUSD.r,H4,major,impulse,exclude_from_guided_search,candidate_exclude_from_guided_search,unchanged,51.0,51.0,0.0,insufficient_prominence_context,not_available,,No OHLC context available; candidate policy preserves 2.5.6-compatible bucket.,2.5.9 is a candidate policy only; it does not replace 2.5.6.,artifacts\wavecount\05_guided_profile\phase2_5_2_h4_d1_expansion_2026-05-24\charts\near_misses\012_impulse_exp252_forex_eurusd_h4_major_impulse_029.png
partial_123_exp252_forex_audjpy_h4_intermediate_partial123_002,Forex Majors,h4_d1,AUDJPY.r,H4,intermediate,partial_123,exclude_from_guided_search,candidate_exclude_from_guided_search,unchanged,0.0,0.0,0.0,insufficient_prominence_context,not_available,,No OHLC context available; candidate policy preserves 2.5.6-compatible bucket.,2.5.9 is a candidate policy only; it does not replace 2.5.6.,artifacts\wavecount\05_guided_profile\phase2_5_2_h4_d1_expansion_2026-05-24\charts\negatives\013_partial_123_exp252_forex_audjpy_h4_intermediate_partial123_002.png
partial_123_exp252_metals_xagusd_h4_intermediate_partial123_002,Metals,h4_d1,XAGUSD.r,H4,intermediate,partial_123,exclude_from_guided_search,candidate_exclude_from_guided_search,unchanged,0.0,0.0,0.0,insufficient_prominence_context,not_available,,No OHLC context available; candidate policy preserves 2.5.6-compatible bucket.,2.5.9 is a candidate policy only; it does not replace 2.5.6.,artifacts\wavecount\05_guided_profile\phase2_5_2_h4_d1_expansion_2026-05-24\charts\negatives\014_partial_123_exp252_metals_xagusd_h4_intermediate_partial123_002.png
partial_123_exp252_index_aus200_h4_intermediate_partial123_001,Index,h4_d1,AUS200,H4,intermediate,partial_123,exclude_from_guided_search,candidate_exclude_from_guided_search,unchanged,0.0,0.0,0.0,insufficient_prominence_context,not_available,,No OHLC context available; candidate policy preserves 2.5.6-compatible bucket.,2.5.9 is a candidate policy only; it does not replace 2.5.6.,artifacts\wavecount\05_guided_profile\phase2_5_2_h4_d1_expansion_2026-05-24\charts\negatives\015_partial_123_exp252_index_aus200_h4_intermediate_partial123_001.png
partial_123_exp252_forex_audjpy_h4_intermediate_partial123_004,Forex Majors,h4_d1,AUDJPY.r,H4,intermediate,partial_123,exclude_from_guided_search,candidate_exclude_from_guided_search,unchanged,0.0,0.0,0.0,insufficient_prominence_context,not_available,,No OHLC context available; candidate policy preserves 2.5.6-compatible bucket.,2.5.9 is a candidate policy only; it does not replace 2.5.6.,artifacts\wavecount\05_guided_profile\phase2_5_2_h4_d1_expansion_2026-05-24\charts\negatives\016_partial_123_exp252_forex_audjpy_h4_intermediate_partial123_004.png
partial_123_exp252_forex_audjpy_h4_minor_partial123_002,Forex Majors,h4_d1,AUDJPY.r,H4,minor,partial_123,exclude_from_guided_search,candidate_exclude_from_guided_search,unchanged,0.0,0.0,0.0,insufficient_prominence_context,not_available,,No OHLC context available; candidate policy preserves 2.5.6-compatible bucket.,2.5.9 is a candidate policy only; it does not replace 2.5.6.,artifacts\wavecount\05_guided_profile\phase2_5_2_h4_d1_expansion_2026-05-24\charts\negatives\017_partial_123_exp252_forex_audjpy_h4_minor_partial123_002.png
partial_123_exp252_metals_xagusd_h4_minor_partial123_002,Metals,h4_d1,XAGUSD.r,H4,minor,partial_123,exclude_from_guided_search,candidate_exclude_from_guided_search,unchanged,0.0,0.0,0.0,insufficient_prominence_context,not_available,,No OHLC context available; candidate policy preserves 2.5.6-compatible bucket.,2.5.9 is a candidate policy only; it does not replace 2.5.6.,artifacts\wavecount\05_guided_profile\phase2_5_2_h4_d1_expansion_2026-05-24\charts\negatives\018_partial_123_exp252_metals_xagusd_h4_minor_partial123_002.png
partial_123_exp252_index_aus200_h4_minor_partial123_001,Index,h4_d1,AUS200,H4,minor,partial_123,exclude_from_guided_search,candidate_exclude_from_guided_search,unchanged,0.0,0.0,0.0,insufficient_prominence_context,not_available,,No OHLC context available; candidate policy preserves 2.5.6-compatible bucket.,2.5.9 is a candidate policy only; it does not replace 2.5.6.,artifacts\wavecount\05_guided_profile\phase2_5_2_h4_d1_expansion_2026-05-24\charts\negatives\019_partial_123_exp252_index_aus200_h4_minor_partial123_001.png
partial_123_exp252_forex_audjpy_h4_minor_partial123_004,Forex Majors,h4_d1,AUDJPY.r,H4,minor,partial_123,exclude_from_guided_search,candidate_exclude_from_guided_search,unchanged,0.0,0.0,0.0,insufficient_prominence_context,not_available,,No OHLC context available; candidate policy preserves 2.5.6-compatible bucket.,2.5.9 is a candidate policy only; it does not replace 2.5.6.,artifacts\wavecount\05_guided_profile\phase2_5_2_h4_d1_expansion_2026-05-24\charts\negatives\020_partial_123_exp252_forex_audjpy_h4_minor_partial123_004.png
partial_123_exp252_forex_audjpy_h4_major_partial123_002,Forex Majors,h4_d1,AUDJPY.r,H4,major,partial_123,exclude_from_guided_search,candidate_exclude_from_guided_search,unchanged,0.0,0.0,0.0,insufficient_prominence_context,not_available,,No OHLC context available; candidate policy preserves 2.5.6-compatible bucket.,2.5.9 is a candidate policy only; it does not replace 2.5.6.,artifacts\wavecount\05_guided_profile\phase2_5_2_h4_d1_expansion_2026-05-24\charts\negatives\021_partial_123_exp252_forex_audjpy_h4_major_partial123_002.png
partial_123_exp252_metals_xagusd_h4_major_partial123_002,Metals,h4_d1,XAGUSD.r,H4,major,partial_123,exclude_from_guided_search,candidate_exclude_from_guided_search,unchanged,0.0,0.0,0.0,insufficient_prominence_context,not_available,,No OHLC context available; candidate policy preserves 2.5.6-compatible bucket.,2.5.9 is a candidate policy only; it does not replace 2.5.6.,artifacts\wavecount\05_guided_profile\phase2_5_2_h4_d1_expansion_2026-05-24\charts\negatives\022_partial_123_exp252_metals_xagusd_h4_major_partial123_002.png
partial_123_exp252_index_aus200_h4_major_partial123_001,Index,h4_d1,AUS200,H4,major,partial_123,exclude_from_guided_search,candidate_exclude_from_guided_search,unchanged,0.0,0.0,0.0,insufficient_prominence_context,not_available,,No OHLC context available; candidate policy preserves 2.5.6-compatible bucket.,2.5.9 is a candidate policy only; it does not replace 2.5.6.,artifacts\wavecount\05_guided_profile\phase2_5_2_h4_d1_expansion_2026-05-24\charts\negatives\023_partial_123_exp252_index_aus200_h4_major_partial123_001.png
partial_123_exp252_forex_audjpy_h4_major_partial123_005,Forex Majors,h4_d1,AUDJPY.r,H4,major,partial_123,exclude_from_guided_search,candidate_exclude_from_guided_search,unchanged,0.0,0.0,0.0,insufficient_prominence_context,not_available,,No OHLC context available; candidate policy preserves 2.5.6-compatible bucket.,2.5.9 is a candidate policy only; it does not replace 2.5.6.,artifacts\wavecount\05_guided_profile\phase2_5_2_h4_d1_expansion_2026-05-24\charts\negatives\024_partial_123_exp252_forex_audjpy_h4_major_partial123_005.png
abc_exp252_forex_audjpy_h4_intermediate_abc_002,Forex Majors,h4_d1,AUDJPY.r,H4,intermediate,abc,exclude_from_guided_search,candidate_exclude_from_guided_search,unchanged,0.0,0.0,0.0,insufficient_prominence_context,not_available,,No OHLC context available; candidate policy preserves 2.5.6-compatible bucket.,2.5.9 is a candidate policy only; it does not replace 2.5.6.,artifacts\wavecount\05_guided_profile\phase2_5_2_h4_d1_expansion_2026-05-24\charts\negatives\025_abc_exp252_forex_audjpy_h4_intermediate_abc_002.png
abc_exp252_metals_xagusd_h4_intermediate_abc_002,Metals,h4_d1,XAGUSD.r,H4,intermediate,abc,exclude_from_guided_search,candidate_exclude_from_guided_search,unchanged,0.0,0.0,0.0,insufficient_prominence_context,not_available,,No OHLC context available; candidate policy preserves 2.5.6-compatible bucket.,2.5.9 is a candidate policy only; it does not replace 2.5.6.,artifacts\wavecount\05_guided_profile\phase2_5_2_h4_d1_expansion_2026-05-24\charts\negatives\026_abc_exp252_metals_xagusd_h4_intermediate_abc_002.png
abc_exp252_index_aus200_h4_intermediate_abc_001,Index,h4_d1,AUS200,H4,intermediate,abc,exclude_from_guided_search,candidate_exclude_from_guided_search,unchanged,0.0,0.0,0.0,insufficient_prominence_context,not_available,,No OHLC context available; candidate policy preserves 2.5.6-compatible bucket.,2.5.9 is a candidate policy only; it does not replace 2.5.6.,artifacts\wavecount\05_guided_profile\phase2_5_2_h4_d1_expansion_2026-05-24\charts\negatives\027_abc_exp252_index_aus200_h4_intermediate_abc_001.png
abc_exp252_forex_audjpy_h4_intermediate_abc_004,Forex Majors,h4_d1,AUDJPY.r,H4,intermediate,abc,exclude_from_guided_search,candidate_exclude_from_guided_search,unchanged,0.0,0.0,0.0,insufficient_prominence_context,not_available,,No OHLC context available; candidate policy preserves 2.5.6-compatible bucket.,2.5.9 is a candidate policy only; it does not replace 2.5.6.,artifacts\wavecount\05_guided_profile\phase2_5_2_h4_d1_expansion_2026-05-24\charts\negatives\028_abc_exp252_forex_audjpy_h4_intermediate_abc_004.png
abc_exp252_forex_audjpy_h4_minor_abc_004,Forex Majors,h4_d1,AUDJPY.r,H4,minor,abc,exclude_from_guided_search,candidate_exclude_from_guided_search,unchanged,0.0,0.0,0.0,insufficient_prominence_context,not_available,,No OHLC context available; candidate policy preserves 2.5.6-compatible bucket.,2.5.9 is a candidate policy only; it does not replace 2.5.6.,artifacts\wavecount\05_guided_profile\phase2_5_2_h4_d1_expansion_2026-05-24\charts\negatives\029_abc_exp252_forex_audjpy_h4_minor_abc_004.png
abc_exp252_metals_xagusd_h4_minor_abc_004,Metals,h4_d1,XAGUSD.r,H4,minor,abc,exclude_from_guided_search,candidate_exclude_from_guided_search,unchanged,0.0,0.0,0.0,insufficient_prominence_context,not_available,,No OHLC context available; candidate policy preserves 2.5.6-compatible bucket.,2.5.9 is a candidate policy only; it does not replace 2.5.6.,artifacts\wavecount\05_guided_profile\phase2_5_2_h4_d1_expansion_2026-05-24\charts\negatives\030_abc_exp252_metals_xagusd_h4_minor_abc_004.png
abc_exp252_index_aus200_h4_minor_abc_001,Index,h4_d1,AUS200,H4,minor,abc,exclude_from_guided_search,candidate_exclude_from_guided_search,unchanged,0.0,0.0,0.0,insufficient_prominence_context,not_available,,No OHLC context available; candidate policy preserves 2.5.6-compatible bucket.,2.5.9 is a candidate policy only; it does not replace 2.5.6.,artifacts\wavecount\05_guided_profile\phase2_5_2_h4_d1_expansion_2026-05-24\charts\negatives\031_abc_exp252_index_aus200_h4_minor_abc_001.png
abc_exp252_forex_audjpy_h4_minor_abc_006,Forex Majors,h4_d1,AUDJPY.r,H4,minor,abc,exclude_from_guided_search,candidate_exclude_from_guided_search,unchanged,0.0,0.0,0.0,insufficient_prominence_context,not_available,,No OHLC context available; candidate policy preserves 2.5.6-compatible bucket.,2.5.9 is a candidate policy only; it does not replace 2.5.6.,artifacts\wavecount\05_guided_profile\phase2_5_2_h4_d1_expansion_2026-05-24\charts\negatives\032_abc_exp252_forex_audjpy_h4_minor_abc_006.png
abc_exp252_forex_audjpy_h4_major_abc_002,Forex Majors,h4_d1,AUDJPY.r,H4,major,abc,exclude_from_guided_search,candidate_exclude_from_guided_search,unchanged,0.0,0.0,0.0,insufficient_prominence_context,not_available,,No OHLC context available; candidate policy preserves 2.5.6-compatible bucket.,2.5.9 is a candidate policy only; it does not replace 2.5.6.,artifacts\wavecount\05_guided_profile\phase2_5_2_h4_d1_expansion_2026-05-24\charts\negatives\033_abc_exp252_forex_audjpy_h4_major_abc_002.png
abc_exp252_metals_xagusd_h4_major_abc_002,Metals,h4_d1,XAGUSD.r,H4,major,abc,exclude_from_guided_search,candidate_exclude_from_guided_search,unchanged,0.0,0.0,0.0,insufficient_prominence_context,not_available,,No OHLC context available; candidate policy preserves 2.5.6-compatible bucket.,2.5.9 is a candidate policy only; it does not replace 2.5.6.,artifacts\wavecount\05_guided_profile\phase2_5_2_h4_d1_expansion_2026-05-24\charts\negatives\034_abc_exp252_metals_xagusd_h4_major_abc_002.png
abc_exp252_index_aus200_h4_major_abc_001,Index,h4_d1,AUS200,H4,major,abc,exclude_from_guided_search,candidate_exclude_from_guided_search,unchanged,0.0,0.0,0.0,insufficient_prominence_context,not_available,,No OHLC context available; candidate policy preserves 2.5.6-compatible bucket.,2.5.9 is a candidate policy only; it does not replace 2.5.6.,artifacts\wavecount\05_guided_profile\phase2_5_2_h4_d1_expansion_2026-05-24\charts\negatives\035_abc_exp252_index_aus200_h4_major_abc_001.png
abc_exp252_forex_audjpy_h4_major_abc_005,Forex Majors,h4_d1,AUDJPY.r,H4,major,abc,exclude_from_guided_search,candidate_exclude_from_guided_search,unchanged,0.0,0.0,0.0,insufficient_prominence_context,not_available,,No OHLC context available; candidate policy preserves 2.5.6-compatible bucket.,2.5.9 is a candidate policy only; it does not replace 2.5.6.,artifacts\wavecount\05_guided_profile\phase2_5_2_h4_d1_expansion_2026-05-24\charts\negatives\036_abc_exp252_forex_audjpy_h4_major_abc_005.png
near_miss_exp252_forex_audjpy_h4_intermediate_impulse_004,Forex Majors,h4_d1,AUDJPY.r,H4,intermediate,near_miss,exclude_from_guided_search,candidate_exclude_from_guided_search,unchanged,0.0,0.0,0.0,insufficient_prominence_context,not_available,,No OHLC context available; candidate policy preserves 2.5.6-compatible bucket.,2.5.9 is a candidate policy only; it does not replace 2.5.6.,artifacts\wavecount\05_guided_profile\phase2_5_2_h4_d1_expansion_2026-05-24\charts\negatives\037_near_miss_exp252_forex_audjpy_h4_intermediate_impulse_004.png
near_miss_exp252_metals_xagusd_h4_intermediate_impulse_004,Metals,h4_d1,XAGUSD.r,H4,intermediate,near_miss,exclude_from_guided_search,candidate_exclude_from_guided_search,unchanged,0.0,0.0,0.0,insufficient_prominence_context,not_available,,No OHLC context available; candidate policy preserves 2.5.6-compatible bucket.,2.5.9 is a candidate policy only; it does not replace 2.5.6.,artifacts\wavecount\05_guided_profile\phase2_5_2_h4_d1_expansion_2026-05-24\charts\negatives\038_near_miss_exp252_metals_xagusd_h4_intermediate_impulse_004.png
near_miss_exp252_index_aus200_h4_intermediate_impulse_001,Index,h4_d1,AUS200,H4,intermediate,near_miss,exclude_from_guided_search,candidate_exclude_from_guided_search,unchanged,0.0,0.0,0.0,insufficient_prominence_context,not_available,,No OHLC context available; candidate policy preserves 2.5.6-compatible bucket.,2.5.9 is a candidate policy only; it does not replace 2.5.6.,artifacts\wavecount\05_guided_profile\phase2_5_2_h4_d1_expansion_2026-05-24\charts\negatives\039_near_miss_exp252_index_aus200_h4_intermediate_impulse_001.png
near_miss_exp252_forex_audjpy_h4_minor_impulse_006,Forex Majors,h4_d1,AUDJPY.r,H4,minor,near_miss,exclude_from_guided_search,candidate_exclude_from_guided_search,unchanged,0.0,0.0,0.0,insufficient_prominence_context,not_available,,No OHLC context available; candidate policy preserves 2.5.6-compatible bucket.,2.5.9 is a candidate policy only; it does not replace 2.5.6.,artifacts\wavecount\05_guided_profile\phase2_5_2_h4_d1_expansion_2026-05-24\charts\negatives\040_near_miss_exp252_forex_audjpy_h4_minor_impulse_006.png
near_miss_exp252_metals_xagusd_h4_minor_impulse_006,Metals,h4_d1,XAGUSD.r,H4,minor,near_miss,exclude_from_guided_search,candidate_exclude_from_guided_search,unchanged,0.0,0.0,0.0,insufficient_prominence_context,not_available,,No OHLC context available; candidate policy preserves 2.5.6-compatible bucket.,2.5.9 is a candidate policy only; it does not replace 2.5.6.,artifacts\wavecount\05_guided_profile\phase2_5_2_h4_d1_expansion_2026-05-24\charts\negatives\041_near_miss_exp252_metals_xagusd_h4_minor_impulse_006.png
near_miss_exp252_index_aus200_h4_minor_impulse_001,Index,h4_d1,AUS200,H4,minor,near_miss,exclude_from_guided_search,candidate_exclude_from_guided_search,unchanged,0.0,0.0,0.0,insufficient_prominence_context,not_available,,No OHLC context available; candidate policy preserves 2.5.6-compatible bucket.,2.5.9 is a candidate policy only; it does not replace 2.5.6.,artifacts\wavecount\05_guided_profile\phase2_5_2_h4_d1_expansion_2026-05-24\charts\negatives\042_near_miss_exp252_index_aus200_h4_minor_impulse_001.png
near_miss_exp252_forex_audjpy_h4_major_impulse_002,Forex Majors,h4_d1,AUDJPY.r,H4,major,near_miss,exclude_from_guided_search,candidate_exclude_from_guided_search,unchanged,0.0,0.0,0.0,insufficient_prominence_context,not_available,,No OHLC context available; candidate policy preserves 2.5.6-compatible bucket.,2.5.9 is a candidate policy only; it does not replace 2.5.6.,artifacts\wavecount\05_guided_profile\phase2_5_2_h4_d1_expansion_2026-05-24\charts\negatives\043_near_miss_exp252_forex_audjpy_h4_major_impulse_002.png
near_miss_exp252_metals_xagusd_h4_major_impulse_006,Metals,h4_d1,XAGUSD.r,H4,major,near_miss,exclude_from_guided_search,candidate_exclude_from_guided_search,unchanged,0.0,0.0,0.0,insufficient_prominence_context,not_available,,No OHLC context available; candidate policy preserves 2.5.6-compatible bucket.,2.5.9 is a candidate policy only; it does not replace 2.5.6.,artifacts\wavecount\05_guided_profile\phase2_5_2_h4_d1_expansion_2026-05-24\charts\negatives\044_near_miss_exp252_metals_xagusd_h4_major_impulse_006.png
near_miss_exp252_index_aus200_h4_major_impulse_001,Index,h4_d1,AUS200,H4,major,near_miss,exclude_from_guided_search,candidate_exclude_from_guided_search,unchanged,0.0,0.0,0.0,insufficient_prominence_context,not_available,,No OHLC context available; candidate policy preserves 2.5.6-compatible bucket.,2.5.9 is a candidate policy only; it does not replace 2.5.6.,artifacts\wavecount\05_guided_profile\phase2_5_2_h4_d1_expansion_2026-05-24\charts\negatives\045_near_miss_exp252_index_aus200_h4_major_impulse_001.png
hard_invalid_exp252_forex_audjpy_h4_intermediate_impulse_001,Forex Majors,h4_d1,AUDJPY.r,H4,intermediate,hard_invalid,exclude_from_guided_search,candidate_exclude_from_guided_search,unchanged,0.0,0.0,0.0,insufficient_prominence_context,not_available,,No OHLC context available; candidate policy preserves 2.5.6-compatible bucket.,2.5.9 is a candidate policy only; it does not replace 2.5.6.,artifacts\wavecount\05_guided_profile\phase2_5_2_h4_d1_expansion_2026-05-24\charts\negatives\046_hard_invalid_exp252_forex_audjpy_h4_intermediate_impulse_001.png
hard_invalid_exp252_metals_xagusd_h4_intermediate_impulse_001,Metals,h4_d1,XAGUSD.r,H4,intermediate,hard_invalid,exclude_from_guided_search,candidate_exclude_from_guided_search,unchanged,0.0,0.0,0.0,insufficient_prominence_context,not_available,,No OHLC context available; candidate policy preserves 2.5.6-compatible bucket.,2.5.9 is a candidate policy only; it does not replace 2.5.6.,artifacts\wavecount\05_guided_profile\phase2_5_2_h4_d1_expansion_2026-05-24\charts\negatives\047_hard_invalid_exp252_metals_xagusd_h4_intermediate_impulse_001.png
hard_invalid_exp252_index_aus200_h4_intermediate_impulse_002,Index,h4_d1,AUS200,H4,intermediate,hard_invalid,exclude_from_guided_search,candidate_exclude_from_guided_search,unchanged,0.0,0.0,0.0,insufficient_prominence_context,not_available,,No OHLC context available; candidate policy preserves 2.5.6-compatible bucket.,2.5.9 is a candidate policy only; it does not replace 2.5.6.,artifacts\wavecount\05_guided_profile\phase2_5_2_h4_d1_expansion_2026-05-24\charts\negatives\048_hard_invalid_exp252_index_aus200_h4_intermediate_impulse_002.png
hard_invalid_exp252_forex_audjpy_h4_minor_impulse_001,Forex Majors,h4_d1,AUDJPY.r,H4,minor,hard_invalid,exclude_from_guided_search,candidate_exclude_from_guided_search,unchanged,0.0,0.0,0.0,insufficient_prominence_context,not_available,,No OHLC context available; candidate policy preserves 2.5.6-compatible bucket.,2.5.9 is a candidate policy only; it does not replace 2.5.6.,artifacts\wavecount\05_guided_profile\phase2_5_2_h4_d1_expansion_2026-05-24\charts\negatives\049_hard_invalid_exp252_forex_audjpy_h4_minor_impulse_001.png
hard_invalid_exp252_metals_xagusd_h4_minor_impulse_001,Metals,h4_d1,XAGUSD.r,H4,minor,hard_invalid,exclude_from_guided_search,candidate_exclude_from_guided_search,unchanged,0.0,0.0,0.0,insufficient_prominence_context,not_available,,No OHLC context available; candidate policy preserves 2.5.6-compatible bucket.,2.5.9 is a candidate policy only; it does not replace 2.5.6.,artifacts\wavecount\05_guided_profile\phase2_5_2_h4_d1_expansion_2026-05-24\charts\negatives\050_hard_invalid_exp252_metals_xagusd_h4_minor_impulse_001.png
hard_invalid_exp252_index_aus200_h4_minor_impulse_002,Index,h4_d1,AUS200,H4,minor,hard_invalid,exclude_from_guided_search,candidate_exclude_from_guided_search,unchanged,0.0,0.0,0.0,insufficient_prominence_context,not_available,,No OHLC context available; candidate policy preserves 2.5.6-compatible bucket.,2.5.9 is a candidate policy only; it does not replace 2.5.6.,artifacts\wavecount\05_guided_profile\phase2_5_2_h4_d1_expansion_2026-05-24\charts\negatives\051_hard_invalid_exp252_index_aus200_h4_minor_impulse_002.png
hard_invalid_exp252_forex_audjpy_h4_major_impulse_001,Forex Majors,h4_d1,AUDJPY.r,H4,major,hard_invalid,exclude_from_guided_search,candidate_exclude_from_guided_search,unchanged,0.0,0.0,0.0,insufficient_prominence_context,not_available,,No OHLC context available; candidate policy preserves 2.5.6-compatible bucket.,2.5.9 is a candidate policy only; it does not replace 2.5.6.,artifacts\wavecount\05_guided_profile\phase2_5_2_h4_d1_expansion_2026-05-24\charts\negatives\052_hard_invalid_exp252_forex_audjpy_h4_major_impulse_001.png
